video_id,duration_minutes,title_length,description_length,tags_count,has_thumbnail_custom,video_quality,category,language,has_subtitles,channel_subscribers,channel_age_months,previous_videos_count,avg_upload_frequency_days,comments_count,likes_count,shares_count,playlist_adds,promoted,upload_time,upload_day,total_views,total_views_log,engagement_rate,views_per_tag
VID00117,8,81,939.0,41.0,Sim,1080p,Tecnologia,Português,Não,816427,62.0,328,21,8921.0,19111,4030.0,623,Não,Manhã,Sábado,890206,13.699209298934457,0.031489340669463024,21195.380952380954
VID00741,13,67,995.0,42.0,Sim,480p,Educação,Espanhol,Sim,505200,33.0,273,27,3508.0,42769,2532.0,63,Não,Manhã,Sexta,541775,13.202607910863517,0.08541737806284896,12599.418604651162
VID02323,12,66,974.0,47.0,Sim,1080p,Fitness,Inglês,Sim,657882,32.0,161,15,2955.0,19367,4764.0,967,Não,Tarde,Domingo,1377129,14.135512181388249,0.016209084261532506,28690.1875
VID01975,38,19,161.0,29.0,Sim,720p,Culinária,Português,Não,752846,94.0,409,10,453.0,29698,67.0,427,Não,Manhã,Domingo,579889,13.270593709363371,0.05199443341742989,19329.633333333335
VID01082,43,68,900.0,5.0,Não,720p,Educação,Inglês,Não,803163,34.0,21,27,4395.0,41008,3951.0,131,Não,Noite,Sexta,1378670,14.136630549630816,0.03293246389636389,229778.33333333334
VID01811,13,100,250.0,7.0,Sim,720p,Tecnologia,INGLÊS,Não,548592,110.0,322,9,8883.0,13942,3185.0,758,Não,Madrugada,Sábado,1573139,14.268584179987164,0.014509207387268385,196642.375
VID00831,57,72,138.0,17.0,Sim,480p,Fitness,Português,Sim,837087,56.0,14,23,4214.0,15501,2768.0,708,Não,Manhã,Domingo,617262,13.333050468144007,0.03193943576633585,34292.333333333336
VID00120,2,77,202.0,17.0,Sim,720p,Fitness,Inglês,Não,811061,108.0,223,5,4946.0,31799,4111.0,133,Sim,Manhã,Sexta,1743200,14.371233636270023,0.021079050022946307,96844.44444444444
VID00657,47,77,92.0,10.0,Não,720p,Educação,Português,Não,206008,84.0,236,26,7713.0,41120,1950.0,700,Não,Noite,Sábado,284985,12.560195335237205,0.1713528782216608,25907.727272727272
VID02297,21,38,193.0,47.0,Sim,720p,Tecnologia,Português,Sim,835118,69.0,262,25,4999.0,33971,3147.0,157,Não,Madrugada,Domingo,903117,13.713608499387844,0.04315055524367275,18814.9375
VID02258,36,48,819.0,7.0,Não,720p,Vlogs,Inglês,Sim,77574,62.0,188,3,5108.0,31683,1599.0,832,Não,Noite,Sexta,431029,12.973932972231975,0.0853562057309369,53878.625
VID02465,29,10,489.0,41.0,Sim,1080p,Gaming,Inglês,Não,55521,112.0,175,27,2090.0,18204,2153.0,179,Não,Manhã,Sexta,507545,13.137342626184576,0.03998463190456018,12084.404761904761
VID00636,25,92,113.0,11.0,Sim,720p,Educação,Inglês,Não,163377,78.0,380,19,9368.0,16036,1428.0,370,Não,Madrugada,Sábado,459441,13.037767988654247,0.05529328031237961,38286.75
VID00370,19,67,97.0,36.0,Não,720p,Culinária,Inglês,Sim,246054,6.0,197,14,4603.0,4848,1472.0,986,Não,Manhã,Domingo,534249,13.188619173181394,0.017690253046800275,14439.162162162162
VID00269,54,19,678.0,50.0,Sim,1080p,Culinária,Português,Sim,363398,62.0,487,10,2648.0,4106,2977.0,619,Não,Manhã,Seg-Qui,355305,12.780734669004163,0.019009020419076567,6966.764705882353
VID00047,58,56,902.0,48.0,Sim,1080p,  Fitness,Inglês,Sim,57209,86.0,46,22,8310.0,14454,4351.0,136,Não,Tarde,Domingo,477203,13.075699351400441,0.04770296917663971,9738.836734693878
VID00992,45,69,782.0,19.0,Sim,1080p,Vlogs,Português,Não,241309,64.0,452,1,7661.0,9834,2956.0,948,Não,Noite,Seg-Qui,286062,12.563967345264254,0.061158070628045666,14303.1
VID00877,29,48,898.0,33.0,Sim,1080p,Fitness,Inglês,Não,76027,33.0,58,17,4889.0,12908,1391.0,202,Não,Manhã,Sábado,353309,12.775101137503704,0.05037233696282857,10391.441176470587
VID00774,39,79,109.0,6.0,Não,1080p,Fitness,Português,Não,39314,41.0,223,12,3540.0,15015,2205.0,143,Sim,Noite,Sexta,158189,11.971552121192625,0.11729639861178717,22598.428571428572
VID01220,32,42,579.0,33.0,Sim,1080p,Educação,Inglês,Não,217088,116.0,101,25,9033.0,4852,576.0,797,Não,Manhã,Sábado,527394,13.175705072386153,0.02632756534962476,15511.588235294117
VID01127,3,32,521.0,41.0,Não,1080p,Gaming,Inglês,Não,145313,15.0,220,20,3454.0,29121,1801.0,297,Não,Tarde,Seg-Qui,766337,13.549378604662843,0.04250740862048942,18246.119047619046
VID00005,44,71,577.0,50.0,Sim,1080p,Música,Inglês,Sim,746677,45.0,238,29,5031.0,18327,3489.0,54,Não,Manhã,Seg-Qui,3158592,14.965637233243914,0.007395067169169048,61933.17647058824
VID01596,56,84,66.0,42.0,Não,1080p,Educação,Português,Sim,639280,39.0,297,27,838.0,49427,692.0,997,Não,Tarde,Sábado,466594,13.053216922695507,0.10772748899471489,10851.023255813954
VID01078,22,22,164.0,14.0,Sim,4K,Vlogs,Português,Não,428024,17.0,105,4,3500.0,4188,4021.0,822,Não,Noite,Domingo,419770,12.94746460346797,0.018314791433404008,27984.666666666668
VID00838,46,79,155.0,47.0,Sim,1080p,Música,Inglês,Sim,355794,34.0,464,26,3091.0,21788,3676.0,349,Não,Manhã,Sábado,1678373,14.333336025560428,0.014823284216321403,34966.104166666664
VID00682,37,34,860.0,29.0,Sim,480p,Fitness,Português,Não,595163,43.0,138,4,466.0,44693,2788.0,108,Não,Noite,Sexta,515802,13.1534801886203,0.0875510370258355,17193.4
VID01716,59,36,179.0,31.0,Não,480p,Tecnologia,Português,Sim,400707,101.0,21,9,8730.0,47939,1537.0,967,Não,Manhã,Domingo,519224,13.160092594214335,0.10914171918093155,16225.75
VID01149,56,81,969.0,50.0,Sim,1080p,Gaming,Português,Não,315514,36.0,435,27,1028.0,37109,1217.0,98,Não,Noite,Sexta,545313,13.209117054525533,0.06993598172058983,10692.411764705883
VID00575,23,43,117.0,22.0,Não,720p,Vlogs,Português,Não,40949,50.0,447,1,2221.0,48347,2234.0,45,Não,Madrugada,Domingo,145090,11.885116410759741,0.3485284995520022,6308.260869565217
VID00051,8,53,412.0,27.0,Sim,720p,Tecnologia,Inglês,Sim,452617,24.0,454,22,2914.0,20403,771.0,834,Não,Tarde,Seg-Qui,1260855,14.047301413343034,0.018493006729560498,45030.53571428572
VID00854,48,59,250.0,8.0,Sim,480p,Gaming,Inglês,Não,605375,79.0,77,23,4281.0,16633,340.0,437,Não,Madrugada,Domingo,2111604,14.562958879801498,0.00990431918105857,234622.66666666666
VID01983,12,37,413.0,21.0,Sim,480p,Tecnologia,Português,Sim,200855,99.0,391,8,7426.0,46662,2671.0,673,Não,Noite,Sexta,378524,12.844037399876573,0.1428918641882681,17205.636363636364
VID01824,13,77,725.0,49.0,Sim,1080p,Educação,Português,Não,974516,66.0,41,10,3725.0,21762,3819.0,714,Não,Madrugada,Domingo,638798,13.367345129886578,0.03989837162921612,12775.96
VID00834,54,66,420.0,50.0,Sim,480p,Vlogs,Português,Não,687654,31.0,3,9,7850.0,42523,444.0,372,Sim,Tarde,Seg-Qui,723868,13.492365715769857,0.0695886542850354,14193.490196078432
VID01116,53,94,921.0,8.0,Sim,1080p,Fitness,Português,Não,154998,17.0,108,27,7053.0,23707,849.0,827,Não,Tarde,Sábado,225277,12.325090474071498,0.1365430114925181,25030.777777777777
VID01167,4,48,509.0,42.0,Sim,720p,Música,Português,Não,93858,87.0,352,15,6593.0,1882,4471.0,734,Não,Tarde,Seg-Qui,245594,12.411439116741702,0.03450817202374651,5711.488372093023
VID01907,19,93,421.0,45.0,Não,4K,Música,Português,Sim,681399,70.0,423,19,5048.0,28922,2205.0,746,Não,Noite,Sábado,1145697,13.951524616222517,0.02965007327417284,24906.456521739132
VID00972,2,26,748.0,41.0,Não,4K,Fitness,Português,Sim,14087,5.0,244,16,612.0,2619,3764.0,121,Não,Noite,Seg-Qui,104576,11.5576789211574,0.030896190330477358,2489.904761904762
VID00400,31,91,491.0,42.0,Sim,720p,Educação,Português,Não,755344,101.0,185,3,4053.0,25071,4097.0,618,Não,Manhã,Seg-Qui,512431,13.146923298264714,0.056834969000704484,11917.0
VID00020,23,85,735.0,22.0,Não,720p,Fitness,Inglês,Sim,839189,31.0,391,12,4861.0,49893,1549.0,130,Não,Noite,Seg-Qui,1624154,14.300498238499086,0.03371232038341192,70615.39130434782
VID00685,58,98,57.0,20.0,Sim,720p,Fitness,Espanhol,Sim,662498,94.0,216,30,1591.0,47679,1563.0,797,Não,Tarde,Seg-Qui,701455,13.460913453820508,0.07023971601884654,33402.619047619046
VID00036,28,14,906.0,5.0,Sim,480p,Fitness,Português,Não,990084,100.0,297,30,1160.0,264,2795.0,516,Sim,Noite,Seg-Qui,706986,13.468767557156616,0.0020141841564047945,117831.0
VID02382,10,26,715.0,21.0,Não,720p,Educação,Português,Não,445962,87.0,237,23,7307.0,37648,3767.0,77,Não,Tarde,Domingo,384450,12.859571621575425,0.11693328131096371,17475.0
VID00525,6,13,348.0,50.0,Sim,1080p,Tecnologia,Inglês,Sim,294096,31.0,321,7,1385.0,14248,342.0,213,Não,Manhã,Sexta,902352,13.712761075036214,0.017324724719399966,17693.176470588234
VID00921,57,100,817.0,41.0,Sim,1080p,Fitness,Português,Sim,105,7.0,328,18,7881.0,45276,2725.0,448,Sim,Madrugada,Seg-Qui,2225932,14.615686711532662,0.023880783420158386,52998.380952380954
VID01842,16,80,955.0,39.0,Não,4K,Gaming,Português,Sim,582801,,142,10,,32199,2383.0,252,Não,Noite,Domingo,877405,13.68472510607701,,21935.125
VID01891,38,90,191.0,21.0,Sim,480p,Educação,Inglês,Sim,601567,18.0,471,21,5012.0,2588,1614.0,576,Não,Madrugada,Seg-Qui,914091,13.725686501825908,0.008314270679833846,41549.59090909091
VID00538,17,36,302.0,42.0,Não,4K,Vlogs,Português,Não,428837,83.0,407,5,5327.0,47391,1515.0,609,Não,Noite,Sexta,495510,13.113344832303952,0.10639139472462715,11523.488372093023
VID01706,22,22,238.0,25.0,Sim,480p,Música,Português,Não,552687,64.0,293,22,9347.0,47791,1932.0,820,Não,Manhã,Sábado,991610,13.807086172264379,0.05762144391444217,38138.846153846156
VID02464,5,92,712.0,44.0,Não,480p,Fitness,Espanhol,Não,974503,78.0,286,28,2511.0,20764,1044.0,329,Não,Tarde,Domingo,914496,13.72612946632654,0.025451177479179788,20322.133333333335
VID00246,53,72,66.0,22.0,Sim,1080p,Gaming,Português,Não,720787,45.0,374,12,3730.0,49353,1798.0,414,Sim,Noite,Domingo,1106436,13.916655500566725,0.04797656619994288,48105.913043478264
VID00785,6,94,135.0,43.0,Não,720p,Vlogs,Inglês,Não,89137,73.0,444,27,9668.0,30508,4340.0,109,Não,Tarde,Seg-Qui,4138851,15.235929012662227,0.009707041881913604,94064.79545454546
VID01410,52,82,336.0,41.0,Sim,720p,Educação,Português,Não,696002,107.0,397,19,3982.0,23719,761.0,268,Sim,Noite,Sexta,522419,13.166227141050717,0.0530244880067532,12438.547619047618
VID00155,2,10,944.0,8.0,Sim,1080p,Tecnologia,Espanhol,Sim,236829,115.0,382,11,5947.0,33388,2275.0,49,Não,Madrugada,Sexta,481958,13.085614327174076,0.08161499549753298,53550.88888888889
VID01687,46,12,327.0,37.0,Sim,720p,Culinária,Inglês,Sim,643027,64.0,219,8,9789.0,24466,1303.0,105,Não,Tarde,Sexta,1381822,14.13891419985416,0.02478973413362937,36363.73684210526
VID00626,17,33,392.0,29.0,Sim,1080p,Tecnologia,Português,Não,893783,19.0,257,10,5739.0,19697,3639.0,207,Não,Tarde,Seg-Qui,927443,13.74018769428245,0.02742594423592609,30914.766666666666
VID02416,13,29,117.0,44.0,Não,480p,Vlogs,Inglês,Sim,352260,41.0,269,29,2751.0,30931,2588.0,718,Não,Madrugada,Domingo,1006452,13.821942826498743,0.033466076872021716,22365.6
VID01347,3,48,497.0,20.0,Não,4K,Culinária,Inglês,Não,56384,61.0,43,17,2390.0,20250,787.0,248,Não,Manhã,Seg-Qui,333799,12.718297290209872,0.06782524812836467,15895.190476190477
VID00570,54,30,902.0,18.0,Sim,4K,Fitness,Português,Não,702502,58.0,348,23,4429.0,21541,234.0,38,Não,Manhã,Seg-Qui,517263,13.15630866145707,0.05020656803212292,27224.36842105263
VID01759,60,21,542.0,17.0,Sim,480p,Culinária,Português,Não,848855,32.0,207,19,4595.0,35383,2793.0,398,Não,Manhã,Seg-Qui,683175,13.434507792033846,0.058517949280930945,37954.166666666664
VID01817,50,94,837.0,7.0,Sim,1080p,Gaming,Inglês,Sim,344668,62.0,468,9,3210.0,8509,557.0,772,Não,Tarde,Domingo,1239382,14.030124233101729,0.009455518960256,154922.75
VID02066,60,90,988.0,14.0,Sim,720p,Tecnologia,Português,Não,630440,6.0,345,6,689.0,39594,4540.0,248,Não,Noite,Seg-Qui,714799,13.47975806226741,0.05635570279197369,47653.26666666667
VID00128,36,57,597.0,44.0,Não,1080p,Educação,Português,Não,501209,35.0,146,10,127.0,36248,3003.0,930,Não,Manhã,Domingo,371585,12.825535610292835,0.09789146494072688,8257.444444444445
VID02500,9,56,734.0,25.0,Sim,720p,Fitness,Português,Sim,325496,111.0,496,8,544.0,43737,4051.0,192,Não,Tarde,Sexta,345378,12.752397643772838,0.12821025079767676,13283.76923076923
VID02007,4,70,92.0,20.0,Sim,1080p,Culinária,Espanhol,Não,267967,50.0,198,30,1373.0,27473,4104.0,187,Não,Tarde,Sábado,402434,12.9052888721165,0.07167883429332511,19163.52380952381
VID00981,27,66,936.0,30.0,Sim,480p,Vlogs,Inglês,Não,555129,50.0,361,11,3069.0,403,1837.0,714,Não,Madrugada,Domingo,1228682,14.021453421998574,0.0028257921903307773,39634.903225806454
VID00191,33,34,699.0,12.0,Sim,1080p,Culinária,Inglês,Sim,464757,19.0,284,28,2708.0,7769,17.0,935,Sim,Noite,Domingo,1041854,13.856513336142179,0.010056111508906238,80142.61538461539
VID01140,48,75,521.0,50.0,Sim,1080p,Fitness,Português,Não,377281,119.0,356,21,8664.0,48588,352.0,791,Não,Noite,Sexta,421611,12.951840738802328,0.13579342094964317,8266.882352941177
VID00993,6,68,287.0,34.0,Sim,720p,Educação,Inglês,Sim,842927,55.0,70,27,790.0,32279,3193.0,625,Não,Noite,Sexta,1421637,14.167320285909897,0.02326121225038459,40618.2
VID00700,25,30,288.0,16.0,Não,720p,Gaming,Inglês,Não,726331,69.0,284,20,7317.0,35539,437.0,614,Não,Noite,Sexta,2573788,14.760889690196217,0.016650944055998398,151399.29411764705
VID00607,24,26,517.0,40.0,Sim,720p,Educação,Inglês,Não,855605,29.0,123,6,6469.0,35537,2157.0,919,Não,Madrugada,Sábado,1441202,14.180988739452577,0.02914650409866209,35151.26829268293
VID00181,31,18,807.0,30.0,Sim,720p,Gaming,Português,Sim,1069,16.0,89,16,3642.0,38754,,384,Não,Tarde,Domingo,154327,11.946835486567725,0.27471537708890864,4978.290322580645
VID00302,20,44,991.0,16.0,Sim,720p,Música,Português,Não,165289,23.0,18,18,5722.0,5559,681.0,23,Não,Madrugada,Sexta,328477,12.702225143583469,0.03434334824051608,19322.176470588234
VID01061,17,10,391.0,14.0,Não,1080p,Gaming,Português,Sim,788404,57.0,121,25,4687.0,27091,1977.0,143,Não,Noite,Sexta,1109914,13.919793993779805,0.02863104709013491,73994.26666666666
VID02374,56,72,671.0,16.0,Não,1080p,Educação,Português,Não,154016,19.0,226,6,6999.0,41256,2454.0,268,Não,Noite,Domingo,219995,12.301364643351025,0.21934589422486875,12940.882352941177
VID02417,14,100,863.0,20.0,Sim,1080p,Tecnologia,Português,Não,817583,47.0,420,3,9739.0,5615,469.0,87,Sim,Manhã,Seg-Qui,887586,13.696261823696275,0.017298605430910358,42266.0
VID01070,4,21,282.0,49.0,Não,4K,Educação,Espanhol,Não,650463,13.0,99,9,5291.0,29152,2988.0,682,Não,Noite,Domingo,594742,13.295884658444827,0.057912506599500285,11894.84
VID02206,52,78,252.0,18.0,Não,720p,Música,Inglês,Sim,42681,61.0,23,20,7015.0,49953,3559.0,934,Não,Noite,Seg-Qui,605019,13.31301679431782,0.09415902641074082,31843.105263157893
VID01244,6,59,492.0,3.0,Sim,1080p,Gaming,Inglês,Não,787769,90.0,81,17,5750.0,8139,135.0,619,Não,Noite,Seg-Qui,2656066,14.792357015163908,0.005229162227143452,664016.5
VID00017,41,14,368.0,32.0,Sim,720p,Culinária,Inglês,Sim,384190,85.0,437,11,2724.0,28536,3409.0,260,Não,Tarde,Sábado,980872,13.796198270431901,0.03186960174212333,29723.39393939394
VID02503,31,52,285.0,22.0,Sim,720p,Educação,Português,Não,565860,85.0,19,30,4599.0,48477,4984.0,600,Não,Madrugada,Seg-Qui,486634,13.095269634406213,0.10906759494815406,21158.0
VID00547,29,100,975.0,45.0,Não,4K,Gaming,Português,Não,674977,101.0,271,2,4905.0,30332,2538.0,300,Não,Tarde,Seg-Qui,1012946,13.828374462020037,0.034786652003167,22020.565217391304
VID00659,52,50,829.0,24.0,Sim,720p,Música,Português,Não,860749,72.0,171,3,9016.0,15447,458.0,638,Não,Tarde,Sábado,1408054,14.157719877437206,0.017373623454782276,56322.16
VID02270,26,90,471.0,34.0,Sim,720p,Vlogs,Português,Não,12950,86.0,350,27,9519.0,14100,1698.0,151,Não,Noite,Domingo,129615,11.772331512070272,0.18222427959726883,3703.285714285714
VID02300,39,58,728.0,2.0,Sim,1080p,Gaming,Espanhol,Não,457984,72.0,451,24,7344.0,17228,3651.0,388,Não,Madrugada,Domingo,922540,13.734887098353639,0.026635159451080713,307513.3333333333
VID01505,60,54,840.0,38.0,Sim,1080p,Gaming,Português,Não,602734,27.0,261,29,2056.0,49137,1064.0,204,Não,Madrugada,Seg-Qui,922818,13.73518839457996,0.05547464397096719,23662.0
VID00960,11,42,969.0,32.0,Sim,720p,Culinária,Português,Não,941722,30.0,421,20,5582.0,33089,774.0,292,Não,Manhã,Sábado,754327,13.533582565661854,0.05126556519917754,22858.39393939394
VID00798,26,13,424.0,20.0,Sim,1080p,Fitness,Português,Não,615939,23.0,348,12,2416.0,45924,3566.0,474,Não,Manhã,Domingo,539980,13.199289232736259,0.08952183414200526,25713.333333333332
VID00226,9,37,403.0,39.0,Não,1080p,Vlogs,Português,Não,70893,33.0,124,8,7523.0,48503,3063.0,897,Não,Manhã,Sábado,243995,12.404907110698343,0.22961945941515194,6099.875
VID02075,29,83,318.0,10.0,Sim,1080p,Educação,Português,Não,517614,114.0,449,21,2936.0,5018,180.0,146,Não,Manhã,Sexta,325517,12.693173038640968,0.024434975746274387,29592.454545454544
VID01800,40,65,385.0,15.0,Não,720p,Gaming,Inglês,Não,698296,48.0,23,22,6977.0,43736,4263.0,855,Não,Madrugada,Seg-Qui,2629975,14.782485278637024,0.01928269280126237,164373.4375
VID02489,55,28,641.0,9.0,Não,1080p,Gaming,Inglês,Não,480788,91.0,465,17,135.0,24871,3479.0,235,Sim,Noite,Seg-Qui,1899089,14.456885382036322,0.013167366037084096,189908.9
VID02086,4,57,56.0,47.0,Sim,720p,Culinária,Inglês,Não,842136,52.0,116,24,4620.0,19039,293.0,513,Não,Manhã,Domingo,1612671,14.293402988630246,0.014670692286275377,33597.3125
VID01694,47,70,667.0,40.0,Não,1080p,Música,Português,Não,662757,37.0,240,18,6210.0,19664,567.0,61,Não,Tarde,Domingo,1098504,13.9094607224578,0.02355385141974904,26792.780487804877
VID01046,3,57,188.0,36.0,Sim,720p,Música,Inglês,Não,21847,36.0,111,25,9885.0,31005,2090.0,458,Não,Madrugada,Seg-Qui,492933,13.10813056982352,0.08295244992727206,13322.513513513513
VID00470,10,89,486.0,46.0,Sim,720p,Vlogs,Inglês,Não,488935,116.0,406,28,6425.0,47771,1112.0,148,Não,Manhã,Sábado,1414856,14.162539023881891,0.03830495824310036,30103.31914893617
VID00955,24,42,981.0,20.0,Sim,1080p,Gaming,Inglês,Sim,607414,35.0,120,13,5980.0,49266,4980.0,377,Não,Manhã,Domingo,2418125,14.69850341798038,0.022846627035409666,115148.80952380953
VID02499,27,61,493.0,34.0,Não,720p,Culinária,Inglês,Não,832892,45.0,245,21,6520.0,48028,1964.0,134,Não,Madrugada,Domingo,1781384,14.392901709600904,0.03062113502759652,50896.68571428571
VID00640,34,67,704.0,14.0,Sim,1080p,Educação,Português,Sim,465175,91.0,171,18,9644.0,18274,380.0,486,Não,Noite,Sexta,311657,12.649661711729449,0.089579248982054,20777.133333333335
VID02336,13,62,638.0,40.0,Sim,1080p,Educação,Inglês,Não,973218,77.0,425,30,2414.0,18853,3567.0,970,Não,Manhã,Sexta,1587286,14.277536827518604,0.013398341571714234,38714.29268292683
VID01219,25,73,140.0,42.0,Sim,480p,Gaming,Espanhol,Não,630200,96.0,483,30,194.0,27339,4878.0,177,Não,Madrugada,Sábado,1204661,14.00170958763468,0.02285539251291442,28015.372093023256
VID01159,45,72,201.0,22.0,Não,480p,Tecnologia,Português,Não,854733,9.0,311,17,1652.0,49083,4357.0,210,Não,Tarde,Sexta,923691,13.736133961722583,0.05492637689443764,40160.47826086957
VID01416,28,36,220.0,23.0,Sim,1080p,Fitness,Português,Não,661411,111.0,90,5,8017.0,20520,3919.0,160,Não,Madrugada,Sábado,525247,13.171625810989383,0.054330629208734174,21885.291666666668
VID02397,60,58,604.0,38.0,Sim,4K,Fitness,Português,Sim,702040,27.0,251,10,6814.0,6671,3677.0,335,Sim,Manhã,Sexta,586208,13.281431660262873,0.023003780228178394,15030.97435897436
VID01528,18,86,655.0,13.0,Não,1080p,Culinária,Português,Não,846720,43.0,395,29,7566.0,32316,3474.0,634,Não,Manhã,Sábado,730181,13.50104909711923,0.054619334110309635,52155.78571428572
VID02455,13,34,606.0,32.0,Sim,1080p,Vlogs,Português,Sim,367654,116.0,78,24,6665.0,30322,1305.0,24,Não,Manhã,Seg-Qui,422657,12.954318620369113,0.08751067650600841,12807.787878787878
VID01301,10,15,660.0,8.0,Sim,1080p,Música,Português,Não,160134,75.0,29,18,5597.0,35118,1142.0,436,Não,Tarde,Seg-Qui,383839,12.857981078073522,0.10607311919841392,42648.77777777778
VID02410,15,35,160.0,34.0,Sim,1080p,Fitness,Português,Sim,132877,39.0,128,5,3404.0,40300,2966.0,0,Não,Madrugada,Sábado,255398,12.45058230714613,0.171121152084198,7297.085714285714
VID01604,48,73,139.0,23.0,Sim,1080p,Tecnologia,Português,Não,892652,86.0,492,9,2752.0,41848,3294.0,368,Não,Tarde,Seg-Qui,960549,13.77526131605659,0.04643178015905487,40022.875
VID00161,2,24,648.0,12.0,Sim,1080p,Culinária,Português,Sim,909429,9.0,27,24,6295.0,16003,2361.0,71,Não,Noite,Domingo,693322,13.449251259052174,0.032161102633408434,53332.46153846154
VID01705,19,99,902.0,26.0,Sim,4K,Música,Português,Sim,842969,47.0,235,25,862.0,37947,378.0,207,Não,Tarde,Domingo,1396445,14.14944099552092,0.027791284296911085,51720.18518518518
VID00957,54,77,946.0,20.0,Sim,720p,Culinária,Inglês,Não,323520,72.0,155,22,8141.0,39358,2151.0,953,Não,Manhã,Seg-Qui,916604,13.72843190598446,0.05182063355603947,43647.80952380953
VID02462,21,18,936.0,11.0,Não,480p,Tecnologia,Português,Sim,180266,35.0,399,4,6879.0,44480,1525.0,970,Não,Tarde,Sexta,324530,12.690136342150486,0.1582565556343019,27044.166666666668
VID00878,54,44,278.0,40.0,Sim,1080p,Tecnologia,Português,Não,272118,78.0,9,17,1585.0,11850,4800.0,445,Não,Madrugada,Sexta,362780,12.8015546253997,0.03703346380726611,8848.292682926829
VID01920,56,46,525.0,27.0,Não,4K,Educação,Inglês,Sim,30258,66.0,308,21,4989.0,34234,3405.0,883,Não,Manhã,Sexta,426810,12.964096571273489,0.09189803425411776,15243.214285714286
VID01885,25,55,767.0,5.0,Sim,720p,Gaming,Português,Sim,286836,63.0,92,28,6960.0,24282,1339.0,743,Não,Tarde,Domingo,499886,13.12213735186248,0.06249824960090901,83314.33333333333
VID02201,34,77,538.0,41.0,Não,720p,Gaming,Português,Sim,264286,70.0,148,3,5858.0,34500,2061.0,379,Sim,Manhã,Seg-Qui,529988,13.180611530595941,0.07614889393722123,12618.761904761905
VID00099,58,38,670.0,32.0,Sim,720p,Culinária,Inglês,Não,9595,22.0,410,15,4406.0,27734,4695.0,311,Não,Noite,Sábado,392636,12.880640799888697,0.08185698713312076,11898.060606060606
VID02380,60,38,514.0,1.0,Não,1080p,Tecnologia,Inglês,Não,567710,118.0,228,14,9936.0,21662,1206.0,370,Não,Tarde,Sábado,1569402,14.26620585023224,0.02013378344108138,784701.0
VID00254,57,77,363.0,25.0,Sim,480p,Educação,Inglês,Não,83683,3.0,493,17,259.0,6859,232.0,367,Não,Madrugada,Sexta,196574,12.188799316859717,0.03621028213293721,7560.538461538462
VID00104,19,74,118.0,17.0,Não,1080p,Culinária,Português,Não,686166,105.0,194,9,4112.0,11007,4443.0,499,Não,Noite,Domingo,575796,13.26351044700423,0.026257563442608146,31988.666666666668
VID01446,57,62,951.0,47.0,Sim,4K,Educação,Inglês,Sim,183657,56.0,198,30,2391.0,15718,180.0,162,Não,Tarde,Domingo,480628,13.082850941704162,0.03767778822706958,10013.083333333334
VID01444,5,54,502.0,21.0,Sim,4K,Educação,Português,Não,479223,45.0,443,27,4067.0,27677,3590.0,723,Sim,Manhã,Domingo,458444,13.035595607103817,0.06924291734650252,20838.363636363636
VID01649,12,65,917.0,10.0,Não,1080p,Tecnologia,Espanhol,Não,959248,28.0,16,21,3198.0,36911,357.0,416,Não,Noite,Sexta,1280674,14.062897840648949,0.0313186650154528,116424.90909090909
VID00587,15,18,97.0,44.0,Sim,1080p,Gaming,Português,Sim,881555,106.0,69,26,9017.0,23955,2588.0,75,Não,Tarde,Domingo,1276355,14.059519700839688,0.025832938328286408,28363.444444444445
VID00628,17,14,620.0,20.0,Sim,720p,Música,Inglês,Não,633642,41.0,220,30,3491.0,35351,560.0,240,Não,Manhã,Domingo,2648173,14.789380903850018,0.014667470743036802,126103.47619047618
VID01697,59,75,629.0,27.0,Sim,720p,Música,Inglês,Não,41887,28.0,455,1,1142.0,-127,2595.0,335,Não,Manhã,Domingo,413875,12.933321691035092,0.002452431289640592,14781.25
VID02102,60,76,103.0,44.0,Sim,1080p,Tecnologia,Português,Sim,162346,91.0,411,11,6580.0,46113,538.0,475,Não,Tarde,Domingo,300889,12.61450002843345,0.1751243814164027,6686.422222222222
VID02200,12,56,88.0,49.0,Sim,480p,Tecnologia,Espanhol,Não,48948,17.0,342,10,7620.0,33138,1737.0,106,Não,Madrugada,Sexta,253395,12.442708761424933,0.1608476883916415,5067.9
VID00404,52,25,948.0,21.0,Sim,1080p,Vlogs,Português,Não,385298,5.0,412,15,7209.0,19104,4872.0,190,Sim,Noite,Sexta,490052,13.102268827502892,0.05369430182919364,22275.090909090908
VID01155,18,34,409.0,15.0,Não,720p,Vlogs,Português,Sim,338272,59.0,347,14,6569.0,35031,3076.0,434,Não,Manhã,Sábado,396639,12.890784347269017,0.10488126482771487,24789.9375
VID02256,16,10,166.0,26.0,Sim,4K,Fitness,Português,Não,495172,92.0,70,3,9263.0,44978,3691.0,541,Não,Tarde,Sexta,518843,13.159358538930713,0.1045422218281831,19216.40740740741
VID01683,15,13,904.0,17.0,Não,1080p,Música,Espanhol,Sim,464887,107.0,34,25,7674.0,8872,4537.0,284,Não,Tarde,Sábado,1107941,13.918014798348839,0.014934008218849198,61552.27777777778
